date,YUM,WM,WAT,WEC,WFC,WELL,WST,WDC,WY,WSM,WMB,WTW,TSN,WYNN,XEL,USB,ZBH,AOS,ABT,UDR,ACN,ADBE,AMD,AES,AFL,A,APD,ULTA,AKAM,ALB
2010-01-05,-0.0034263005211860637,-0.004401388467427509,-0.01372346548412062,-0.013156512484776233,0.027081916562526315,0.01397986574038007,-0.01274877004467886,0.02616791866367729,0.021005828782842635,0.02746351159312155,0.012416904124630028,-0.002243746315306037,0.0186166068946354,0.059041467318051245,-0.011930668837763994,0.025033896251931795,0.03116554146677165,-0.012859610769748992,-0.00811244748307124,-0.001234379927968518,0.0061616050192190045,0.016312719075596085,0.0010304203859120096,-0.010294211661008593,0.02859719095959181,-0.010921917469471382,-0.008331937302491875,-0.004785992677508596,0.029274108998571503,-0.001839198836091684
2010-01-06,-0.0071739010304104605,-0.000294020176931839,0.0018078829502103406,0.010135924677429891,0.001423967626340994,-0.004938449812659021,-0.009798921306134665,0.0008610029616305488,-0.011118509629425344,0.03488222342690277,0.03193455017261071,0.015970457814358914,0.04928625776172113,-0.013203747721531177,0.001918431270443903,0.010600008343334986,-0.00032325719649728977,0.0004538572786555008,0.005538245587765811,-0.006817700246506381,0.010574478459935104,-0.002124319210419524,-0.014523112655794937,-0.010401172682807434,0.008746210135617138,-0.003559137460385497,-0.008279231685060489,0.024224382509873445,-0.008276993127593082,0.0018391988360917087
2010-01-07,-0.0002881680247600064,0.002350249662900027,0.0042601787946308905,-0.002019048873377508,0.035643276820820795,0.0020231255459261196,0.003105144240454956,-0.01976468741278049,-0.004482352047625945,0.046704234034998425,-0.007108483385838008,-0.0029518238111605048,0.01740502177831459,0.02113123551063903,-0.004321757545248626,0.019215469306028635,0.0226813102012923,0.0029461491463948974,0.008250018919324642,0.00743513415949705,-0.0009354200342747219,-0.019595300417258567,-0.010504238180739651,0.0007463377540992823,0.010675996109830404,-0.0012973700536404891,-0.005763201607620018,0.08188207104535088,0.00037772348316782183,-0.007113860619422739
2010-01-08,0.000288168024760054,0.00468357387277397,0.0008171813398604055,0.005844066721614801,-0.009312118441166773,-0.010384078277340144,-0.00025865323768660024,0.005032672364118018,-0.0092520897158226,-0.015618527927001052,0.007993155684230183,-0.001109111039556829,-0.0022531783824030773,-0.007190628475655151,0.00048160752702704077,0.0016536949858255397,-0.021228369995718553,0.014602020854718865,0.00509944915867985,-0.019950770251905735,-0.0039857183486758365,-0.005436294125790134,-0.004232806387735853,0.027963507019230505,-0.010068105766717704,-0.00032507042052033156,0.006374025637457398,0.035322736562764946,0.0,0.014959036925471009
2010-01-11,0.0171336626618906,0.012480324024976034,0.01973537405611485,0.014758785468000494,-0.0020812790359746327,0.0022665535026576518,-0.0044022400959030095,0.0010907995375752883,0.006553206847184018,-0.008783726999033238,-0.006211060092623875,0.009939077588182368,-0.013626036386344442,-0.003245415321996839,0.009573697613557038,0.004533176811328676,0.02185986779742322,-0.0046942741915377735,0.005073267333800939,0.006903160228384774,-0.0009399764620034442,-0.013168902443894044,-0.031235705978868076,0.006509893792072457,0.025969651539611033,0.000649448544202064,0.01816266077445904,-0.015388458400658705,-0.0034045863945651993,-0.0044382717883858416
2010-01-12,0.018791733985167647,0.00603912819449971,0.0009606368388161942,-0.004166579497053222,-0.025317014644489395,-0.009096675079165869,-0.003640081304870526,-0.026061823352999513,-0.011781066667384665,-0.028183402821649457,-0.02981224840850783,0.0025609297833629114,-0.011498786497314123,0.004423032141867063,0.01184026028814556,-0.00041089641799841215,-0.019442886920052013,-0.00697066872714601,-0.002896152997565063,-0.024692742645768376,-0.0063686804074228115,-0.015305690337693991,-0.055101146185481904,-0.011602557792438684,-0.005140098923162298,-0.012077772124977033,-0.012800917566344985,-0.00660076566194112,-0.008753606630966883,-0.013963572488906588
2010-01-13,0.003069359091255818,-0.0022962826192252286,0.0019184487049305236,0.006736662953475978,0.01764960892530611,0.02124812717830254,0.0023414371631888683,0.017083070007718103,0.00907498243023193,0.031706169628330845,0.0009166546463030944,0.002189843921915985,0.025876545073720364,0.02067325643488409,0.015417388502201144,0.016319807345243537,0.006576393663132261,-0.005656627227366403,0.009449907704707265,0.028765467540356568,0.01129437521810208,0.01723698344418261,0.05619456075350811,0.02663011183023916,0.010842622600754387,0.007850663195924827,0.009917013597281095,0.008009493539601679,-0.004597668257259529,0.01003186208977316
2010-01-14,0.01080789189750291,-0.010398777904013105,-0.007374176997415697,-0.0023721350794282917,0.014243216431761822,-0.007407965335114311,0.0010383360137167154,0.0067963769596294035,-0.009530724987883434,-0.045411369989414974,-0.005973330071011026,-0.002189843921916013,0.053394820350402425,0.03830552133061488,0.001852522053158935,0.024781815686918143,0.0028734276573257533,0.004754118272298537,0.0010839846441080478,-0.008225224412932308,0.008851477995090428,-0.010529253602388943,-0.01652926026052914,0.000710097940011155,0.013051764230119701,0.014877819170236966,-0.012472264555710506,-0.04168266177931146,0.0317486319345997,-0.003948119054444087
2010-01-15,-0.01695667015951333,-0.035163782995966245,-0.022619192405235092,-0.004761609366179832,-0.031892825357067854,-0.0018046959550331915,-0.004965277104778818,-0.0398939720247347,-0.006174966928783848,-0.05872868851644221,-0.015324366084922677,-0.011760707009947852,-0.01074124344482906,-0.022579559616314335,-0.009297586639739197,-0.02843026349185435,-0.015745962552152652,-0.007708050076727366,0.0025264383890297635,-0.012144817755746528,-0.007215456867122542,-0.0008360762310293431,-0.017937683425593903,-0.0035552196396177326,-0.010897120531770482,-0.023385824955791924,0.008493108165458674,-0.004412874266080181,-0.010095376506945614,-0.0007913833550612525
2010-01-19,-0.0005611458670283494,0.019950035221593176,0.01437935044700428,0.00851533201623422,0.0070973301545762734,0.025188179652526763,0.016886187851995343,0.022038093216646477,0.025593011070084597,-0.0009759577371842933,0.07784443018514929,0.011395302482951545,0.0071737891742412714,0.011563969062496592,0.008834489028870492,-0.005294549358773948,0.031247967673059752,0.01737212202911301,0.01271430379123089,0.02414358439253332,0.021720301918672365,0.029664406275304676,0.019048203112710077,0.006390365618504705,0.019184489517516314,0.012085666170405088,-0.002298369234883458,-0.006903466245086117,0.022664864071025848,0.012588718095806858
