date,market,ticker,community,ari_stability,algorithm
2011-11-11,bovespa,ABEV3.SA,1,0.0661345496009122,leiden
2011-11-11,bovespa,B3SA3.SA,3,0.0661345496009122,leiden
2011-11-11,bovespa,BBAS3.SA,0,0.0661345496009122,leiden
2011-11-11,bovespa,BBDC3.SA,1,0.0661345496009122,leiden
2011-11-11,bovespa,BEEF3.SA,2,0.0661345496009122,leiden
2011-11-11,bovespa,CMIG4.SA,1,0.0661345496009122,leiden
2011-11-11,bovespa,CSAN3.SA,1,0.0661345496009122,leiden
2011-11-11,bovespa,EZTC3.SA,3,0.0661345496009122,leiden
2011-11-11,bovespa,ITSA4.SA,0,0.0661345496009122,leiden
2011-11-11,bovespa,ITUB4.SA,0,0.0661345496009122,leiden
2011-11-11,bovespa,MRVE3.SA,3,0.0661345496009122,leiden
2011-11-11,bovespa,MULT3.SA,0,0.0661345496009122,leiden
2011-11-11,bovespa,PETR3.SA,2,0.0661345496009122,leiden
2011-11-11,bovespa,PSSA3.SA,0,0.0661345496009122,leiden
2011-11-11,bovespa,RADL3.SA,2,0.0661345496009122,leiden
2011-11-11,bovespa,RENT3.SA,3,0.0661345496009122,leiden
2011-11-11,bovespa,SBSP3.SA,0,0.0661345496009122,leiden
2011-11-11,bovespa,SMTO3.SA,1,0.0661345496009122,leiden
2011-11-11,bovespa,TOTS3.SA,0,0.0661345496009122,leiden
2011-11-11,bovespa,VALE3.SA,2,0.0661345496009122,leiden
2011-11-11,bovespa,WEGE3.SA,0,0.0661345496009122,leiden
2011-12-13,bovespa,ABEV3.SA,1,0.3788546255506608,leiden
2011-12-13,bovespa,B3SA3.SA,2,0.3788546255506608,leiden
2011-12-13,bovespa,BBAS3.SA,0,0.3788546255506608,leiden
2011-12-13,bovespa,BBDC3.SA,1,0.3788546255506608,leiden
2011-12-13,bovespa,BEEF3.SA,2,0.3788546255506608,leiden
2011-12-13,bovespa,CMIG4.SA,1,0.3788546255506608,leiden
2011-12-13,bovespa,CSAN3.SA,0,0.3788546255506608,leiden
2011-12-13,bovespa,EZTC3.SA,2,0.3788546255506608,leiden
2011-12-13,bovespa,ITSA4.SA,0,0.3788546255506608,leiden
2011-12-13,bovespa,ITUB4.SA,0,0.3788546255506608,leiden
2011-12-13,bovespa,MRVE3.SA,2,0.3788546255506608,leiden
2011-12-13,bovespa,MULT3.SA,0,0.3788546255506608,leiden
2011-12-13,bovespa,PETR3.SA,3,0.3788546255506608,leiden
2011-12-13,bovespa,PSSA3.SA,0,0.3788546255506608,leiden
2011-12-13,bovespa,RADL3.SA,3,0.3788546255506608,leiden
2011-12-13,bovespa,RENT3.SA,2,0.3788546255506608,leiden
2011-12-13,bovespa,SBSP3.SA,1,0.3788546255506608,leiden
2011-12-13,bovespa,SMTO3.SA,0,0.3788546255506608,leiden
2011-12-13,bovespa,TOTS3.SA,1,0.3788546255506608,leiden
2011-12-13,bovespa,VALE3.SA,3,0.3788546255506608,leiden
2011-12-13,bovespa,WEGE3.SA,1,0.3788546255506608,leiden
2012-01-12,bovespa,ABEV3.SA,0,0.6271050521251003,leiden
2012-01-12,bovespa,B3SA3.SA,1,0.6271050521251003,leiden
2012-01-12,bovespa,BBAS3.SA,2,0.6271050521251003,leiden
2012-01-12,bovespa,BBDC3.SA,0,0.6271050521251003,leiden
2012-01-12,bovespa,BEEF3.SA,1,0.6271050521251003,leiden
2012-01-12,bovespa,CMIG4.SA,0,0.6271050521251003,leiden
2012-01-12,bovespa,CSAN3.SA,2,0.6271050521251003,leiden
2012-01-12,bovespa,EZTC3.SA,1,0.6271050521251003,leiden
2012-01-12,bovespa,ITSA4.SA,2,0.6271050521251003,leiden
2012-01-12,bovespa,ITUB4.SA,2,0.6271050521251003,leiden
2012-01-12,bovespa,MRVE3.SA,1,0.6271050521251003,leiden
2012-01-12,bovespa,MULT3.SA,1,0.6271050521251003,leiden
2012-01-12,bovespa,PETR3.SA,1,0.6271050521251003,leiden
2012-01-12,bovespa,PSSA3.SA,2,0.6271050521251003,leiden
2012-01-12,bovespa,RADL3.SA,0,0.6271050521251003,leiden
2012-01-12,bovespa,RENT3.SA,1,0.6271050521251003,leiden
2012-01-12,bovespa,SBSP3.SA,0,0.6271050521251003,leiden
2012-01-12,bovespa,SMTO3.SA,2,0.6271050521251003,leiden
2012-01-12,bovespa,TOTS3.SA,0,0.6271050521251003,leiden
2012-01-12,bovespa,VALE3.SA,0,0.6271050521251003,leiden
2012-01-12,bovespa,WEGE3.SA,0,0.6271050521251003,leiden
2012-02-13,bovespa,ABEV3.SA,2,0.43876365326516387,leiden
2012-02-13,bovespa,B3SA3.SA,1,0.43876365326516387,leiden
2012-02-13,bovespa,BBAS3.SA,3,0.43876365326516387,leiden
2012-02-13,bovespa,BBDC3.SA,2,0.43876365326516387,leiden
2012-02-13,bovespa,BEEF3.SA,1,0.43876365326516387,leiden
2012-02-13,bovespa,CMIG4.SA,3,0.43876365326516387,leiden
2012-02-13,bovespa,CSAN3.SA,0,0.43876365326516387,leiden
2012-02-13,bovespa,EZTC3.SA,1,0.43876365326516387,leiden
2012-02-13,bovespa,ITSA4.SA,0,0.43876365326516387,leiden
2012-02-13,bovespa,ITUB4.SA,0,0.43876365326516387,leiden
2012-02-13,bovespa,MRVE3.SA,1,0.43876365326516387,leiden
2012-02-13,bovespa,MULT3.SA,1,0.43876365326516387,leiden
2012-02-13,bovespa,PETR3.SA,0,0.43876365326516387,leiden
2012-02-13,bovespa,PSSA3.SA,3,0.43876365326516387,leiden
2012-02-13,bovespa,RADL3.SA,2,0.43876365326516387,leiden
2012-02-13,bovespa,RENT3.SA,1,0.43876365326516387,leiden
2012-02-13,bovespa,SBSP3.SA,0,0.43876365326516387,leiden
2012-02-13,bovespa,SMTO3.SA,3,0.43876365326516387,leiden
2012-02-13,bovespa,TOTS3.SA,2,0.43876365326516387,leiden
2012-02-13,bovespa,VALE3.SA,0,0.43876365326516387,leiden
2012-02-13,bovespa,WEGE3.SA,2,0.43876365326516387,leiden
