date,market,ticker,community,ari_stability
2016-05-19,bovespa,ABEV3.SA,4,0.7950418614765684
2016-05-19,bovespa,BBAS3.SA,2,0.7950418614765684
2016-05-19,bovespa,BBDC3.SA,2,0.7950418614765684
2016-05-19,bovespa,BBDC4.SA,2,0.7950418614765684
2016-05-19,bovespa,BEEF3.SA,5,0.7950418614765684
2016-05-19,bovespa,CMIG4.SA,3,0.7950418614765684
2016-05-19,bovespa,CSAN3.SA,5,0.7950418614765684
2016-05-19,bovespa,CSNA3.SA,0,0.7950418614765684
2016-05-19,bovespa,ENEV3.SA,5,0.7950418614765684
2016-05-19,bovespa,EZTC3.SA,3,0.7950418614765684
2016-05-19,bovespa,FLRY3.SA,0,0.7950418614765684
2016-05-19,bovespa,GGBR4.SA,0,0.7950418614765684
2016-05-19,bovespa,ITSA4.SA,2,0.7950418614765684
2016-05-19,bovespa,ITUB4.SA,2,0.7950418614765684
2016-05-19,bovespa,LREN3.SA,5,0.7950418614765684
2016-05-19,bovespa,MRVE3.SA,3,0.7950418614765684
2016-05-19,bovespa,MULT3.SA,3,0.7950418614765684
2016-05-19,bovespa,PETR3.SA,1,0.7950418614765684
2016-05-19,bovespa,PETR4.SA,1,0.7950418614765684
2016-05-19,bovespa,RADL3.SA,5,0.7950418614765684
2016-05-19,bovespa,RENT3.SA,5,0.7950418614765684
2016-05-19,bovespa,SANB11.SA,4,0.7950418614765684
2016-05-19,bovespa,SBSP3.SA,3,0.7950418614765684
2016-05-19,bovespa,SMTO3.SA,5,0.7950418614765684
2016-05-19,bovespa,SUZB3.SA,5,0.7950418614765684
2016-05-19,bovespa,UGPA3.SA,4,0.7950418614765684
2016-05-19,bovespa,USIM5.SA,1,0.7950418614765684
2016-05-19,bovespa,VALE3.SA,0,0.7950418614765684
2016-05-19,bovespa,WEGE3.SA,5,0.7950418614765684
2016-05-19,bovespa,YDUQ3.SA,0,0.7950418614765684
2016-05-20,bovespa,ABEV3.SA,4,0.6941755448596615
2016-05-20,bovespa,BBAS3.SA,3,0.6941755448596615
2016-05-20,bovespa,BBDC3.SA,3,0.6941755448596615
2016-05-20,bovespa,BBDC4.SA,3,0.6941755448596615
2016-05-20,bovespa,BEEF3.SA,1,0.6941755448596615
2016-05-20,bovespa,CMIG4.SA,3,0.6941755448596615
2016-05-20,bovespa,CSAN3.SA,5,0.6941755448596615
2016-05-20,bovespa,CSNA3.SA,0,0.6941755448596615
2016-05-20,bovespa,ENEV3.SA,5,0.6941755448596615
2016-05-20,bovespa,EZTC3.SA,1,0.6941755448596615
2016-05-20,bovespa,FLRY3.SA,0,0.6941755448596615
2016-05-20,bovespa,GGBR4.SA,0,0.6941755448596615
2016-05-20,bovespa,ITSA4.SA,3,0.6941755448596615
2016-05-20,bovespa,ITUB4.SA,3,0.6941755448596615
2016-05-20,bovespa,LREN3.SA,5,0.6941755448596615
2016-05-20,bovespa,MRVE3.SA,1,0.6941755448596615
2016-05-20,bovespa,MULT3.SA,1,0.6941755448596615
2016-05-20,bovespa,PETR3.SA,1,0.6941755448596615
2016-05-20,bovespa,PETR4.SA,1,0.6941755448596615
2016-05-20,bovespa,RADL3.SA,5,0.6941755448596615
2016-05-20,bovespa,RENT3.SA,5,0.6941755448596615
2016-05-20,bovespa,SANB11.SA,4,0.6941755448596615
2016-05-20,bovespa,SBSP3.SA,3,0.6941755448596615
2016-05-20,bovespa,SMTO3.SA,5,0.6941755448596615
2016-05-20,bovespa,SUZB3.SA,5,0.6941755448596615
2016-05-20,bovespa,UGPA3.SA,4,0.6941755448596615
2016-05-20,bovespa,USIM5.SA,1,0.6941755448596615
2016-05-20,bovespa,VALE3.SA,0,0.6941755448596615
2016-05-20,bovespa,WEGE3.SA,5,0.6941755448596615
2016-05-20,bovespa,YDUQ3.SA,0,0.6941755448596615
2016-05-23,bovespa,ABEV3.SA,4,0.5587276284327223
2016-05-23,bovespa,BBAS3.SA,2,0.5587276284327223
2016-05-23,bovespa,BBDC3.SA,3,0.5587276284327223
2016-05-23,bovespa,BBDC4.SA,3,0.5587276284327223
2016-05-23,bovespa,BEEF3.SA,1,0.5587276284327223
2016-05-23,bovespa,CMIG4.SA,2,0.5587276284327223
2016-05-23,bovespa,CSAN3.SA,5,0.5587276284327223
2016-05-23,bovespa,CSNA3.SA,0,0.5587276284327223
2016-05-23,bovespa,ENEV3.SA,5,0.5587276284327223
2016-05-23,bovespa,EZTC3.SA,5,0.5587276284327223
2016-05-23,bovespa,FLRY3.SA,0,0.5587276284327223
2016-05-23,bovespa,GGBR4.SA,0,0.5587276284327223
2016-05-23,bovespa,ITSA4.SA,2,0.5587276284327223
2016-05-23,bovespa,ITUB4.SA,2,0.5587276284327223
2016-05-23,bovespa,LREN3.SA,5,0.5587276284327223
2016-05-23,bovespa,MRVE3.SA,5,0.5587276284327223
2016-05-23,bovespa,MULT3.SA,5,0.5587276284327223
2016-05-23,bovespa,PETR3.SA,1,0.5587276284327223
2016-05-23,bovespa,PETR4.SA,1,0.5587276284327223
2016-05-23,bovespa,RADL3.SA,5,0.5587276284327223
2016-05-23,bovespa,RENT3.SA,3,0.5587276284327223
2016-05-23,bovespa,SANB11.SA,4,0.5587276284327223
2016-05-23,bovespa,SBSP3.SA,2,0.5587276284327223
2016-05-23,bovespa,SMTO3.SA,5,0.5587276284327223
2016-05-23,bovespa,SUZB3.SA,3,0.5587276284327223
2016-05-23,bovespa,UGPA3.SA,4,0.5587276284327223
2016-05-23,bovespa,USIM5.SA,1,0.5587276284327223
2016-05-23,bovespa,VALE3.SA,0,0.5587276284327223
2016-05-23,bovespa,WEGE3.SA,5,0.5587276284327223
2016-05-23,bovespa,YDUQ3.SA,0,0.5587276284327223
2016-05-24,bovespa,ABEV3.SA,4,0.747523603157406
2016-05-24,bovespa,BBAS3.SA,1,0.747523603157406
2016-05-24,bovespa,BBDC3.SA,3,0.747523603157406
2016-05-24,bovespa,BBDC4.SA,3,0.747523603157406
2016-05-24,bovespa,BEEF3.SA,5,0.747523603157406
2016-05-24,bovespa,CMIG4.SA,2,0.747523603157406
2016-05-24,bovespa,CSAN3.SA,5,0.747523603157406
2016-05-24,bovespa,CSNA3.SA,0,0.747523603157406
2016-05-24,bovespa,ENEV3.SA,5,0.747523603157406
2016-05-24,bovespa,EZTC3.SA,2,0.747523603157406
2016-05-24,bovespa,FLRY3.SA,0,0.747523603157406
2016-05-24,bovespa,GGBR4.SA,0,0.747523603157406
2016-05-24,bovespa,ITSA4.SA,2,0.747523603157406
2016-05-24,bovespa,ITUB4.SA,2,0.747523603157406
2016-05-24,bovespa,LREN3.SA,5,0.747523603157406
2016-05-24,bovespa,MRVE3.SA,5,0.747523603157406
2016-05-24,bovespa,MULT3.SA,5,0.747523603157406
2016-05-24,bovespa,PETR3.SA,1,0.747523603157406
2016-05-24,bovespa,PETR4.SA,1,0.747523603157406
2016-05-24,bovespa,RADL3.SA,5,0.747523603157406
2016-05-24,bovespa,RENT3.SA,3,0.747523603157406
2016-05-24,bovespa,SANB11.SA,4,0.747523603157406
2016-05-24,bovespa,SBSP3.SA,2,0.747523603157406
2016-05-24,bovespa,SMTO3.SA,5,0.747523603157406
2016-05-24,bovespa,SUZB3.SA,3,0.747523603157406
2016-05-24,bovespa,UGPA3.SA,4,0.747523603157406
2016-05-24,bovespa,USIM5.SA,1,0.747523603157406
2016-05-24,bovespa,VALE3.SA,0,0.747523603157406
2016-05-24,bovespa,WEGE3.SA,5,0.747523603157406
2016-05-24,bovespa,YDUQ3.SA,0,0.747523603157406
2016-05-25,bovespa,ABEV3.SA,4,0.8372188751262957
2016-05-25,bovespa,BBAS3.SA,2,0.8372188751262957
2016-05-25,bovespa,BBDC3.SA,3,0.8372188751262957
2016-05-25,bovespa,BBDC4.SA,3,0.8372188751262957
2016-05-25,bovespa,BEEF3.SA,5,0.8372188751262957
2016-05-25,bovespa,CMIG4.SA,2,0.8372188751262957
2016-05-25,bovespa,CSAN3.SA,5,0.8372188751262957
2016-05-25,bovespa,CSNA3.SA,0,0.8372188751262957
2016-05-25,bovespa,ENEV3.SA,5,0.8372188751262957
2016-05-25,bovespa,EZTC3.SA,5,0.8372188751262957
2016-05-25,bovespa,FLRY3.SA,0,0.8372188751262957
2016-05-25,bovespa,GGBR4.SA,0,0.8372188751262957
2016-05-25,bovespa,ITSA4.SA,2,0.8372188751262957
2016-05-25,bovespa,ITUB4.SA,2,0.8372188751262957
2016-05-25,bovespa,LREN3.SA,5,0.8372188751262957
2016-05-25,bovespa,MRVE3.SA,5,0.8372188751262957
2016-05-25,bovespa,MULT3.SA,5,0.8372188751262957
2016-05-25,bovespa,PETR3.SA,1,0.8372188751262957
2016-05-25,bovespa,PETR4.SA,1,0.8372188751262957
2016-05-25,bovespa,RADL3.SA,5,0.8372188751262957
2016-05-25,bovespa,RENT3.SA,3,0.8372188751262957
