date,HCLTECH.NS,RELIANCE.NS,HDFCBANK.NS,TCS.NS,ICICIBANK.NS,INFY.NS,SBIN.NS,BHARTIARTL.NS,HINDUNILVR.NS,ITC.NS,KOTAKBANK.NS,LT.NS,AXISBANK.NS,BAJFINANCE.NS,WIPRO.NS,ASIANPAINT.NS,MARUTI.NS,SUNPHARMA.NS,TITAN.NS,ULTRACEMCO.NS,ONGC.NS,NTPC.NS,POWERGRID.NS,M&M.NS,TATASTEEL.NS,ADANIENT.NS,ADANIPORTS.NS,BAJAJFINSV.NS,TECHM.NS,JSWSTEEL.NS
2010-01-05,0.022250984386898483,-0.004473169994609615,0.0008792721158480161,0.0002662263002819023,0.009447157054942154,0.003343556938398666,0.0003710312538449943,0.01571257884512698,-0.0032160928058418453,0.009808161723859898,0.009855402017689578,0.0017723321723471111,0.020650291268297937,-0.006726404999939515,0.015659783108669594,0.0031537684307021267,-0.023213957899977447,0.029610340061307704,0.020298913792797572,0.0204904466074736,0.01736492585089382,-0.011059249290031955,0.003109101714733654,0.01824221453571799,0.023932173277068983,0.022876329915459827,0.03390452509811185,0.0022233025835573135,0.012724087577174087,0.10385374912526
2010-01-06,-0.030639176636822554,0.016028552277705437,0.0006734058682781002,-0.022870472044489238,0.0076278337449926506,-0.014699351715950278,0.0059810864898028095,-0.010651642967369493,0.005668770303214118,0.002339117738454141,0.012079843681002792,-0.01112754689185669,-0.016927850523278044,0.014275866723034054,-0.020427559727450927,-0.0030142481648622846,-0.03641003434258822,0.01289423722189636,0.015968065726846947,0.0012161979859953668,0.012542409329009858,-0.004808981992343621,0.007070381993726404,0.023703167796207826,-0.01092046941692263,0.0941188476522721,0.04838084804979008,-0.023877713883906047,0.004910130350647832,0.012304017718225856
2010-01-07,-0.021562580918028373,0.016453863577569776,0.0026013078655669603,-0.02822364187817044,-0.009487562952573357,-0.02272974332198873,-0.005610439626985084,0.007771635095043688,-0.0020748197696993233,-0.003120327786206865,0.011172043667925308,-0.004815605695417777,0.007054887723174884,-0.0060928975080561994,-0.01789987547899836,-0.010253766578164243,-0.00572906733631848,-0.015344605265717175,0.024560159451119452,-0.009106716846314795,0.0010616033702849467,0.00021892222974139917,0.008767856769019141,-0.01923746806871117,0.011998197650398678,-0.042144152461759135,-0.011898504624875687,-0.007848539346323286,-0.022239425327193307,-0.02155448562841102
2010-01-08,-0.02359990913102831,-0.0026252925121752757,0.0013131052272014661,-0.020648314595361737,-0.014145235652442908,-0.024393605960438856,-0.002991717490969923,-0.013293702561704538,0.00433359174897318,0.0021463927507657534,-0.006191143451386772,0.006306486566612131,0.012977956865468803,0.018025909854988278,-0.01515275086834348,0.01638421515685344,-0.01396216033751674,0.016710731569347725,-0.0092776107160108,0.01214059121739372,-0.007457327650730354,0.012409184978862176,0.0026154361248703246,8.640130061681761e-05,-0.002079497147657508,0.012556946917014375,-0.001172465075264504,0.0028611466017742855,0.025978144334023477,-0.005707936434438481
2010-01-11,0.00990104173090174,-0.019820761805447267,-0.004031410611304293,0.020368501890918888,-0.005220051104129513,0.010274755515417717,-0.00827997654962416,0.011926546713989863,0.0005637619391722447,0.0003899218017910502,0.0038369913639500187,-0.0005065945640116088,0.03239485500246319,0.024981581392686896,-0.010004513375418226,-0.0016958188838025908,0.014959214862779001,-0.00015879398395589217,-0.00811668033605973,0.001261556640576433,0.0006580244705461207,0.007973305259351152,0.004798527974572102,0.002850765094799855,7.71161233275892e-05,0.017697741248526834,0.033457323945842735,0.00441888700307509,-0.006335086543415505,0.02176403119537705
2010-01-12,0.03485337870357991,0.002631732313930308,-0.0076102796391621045,0.04897745783108003,-0.03113279509532467,0.03833752205312701,-0.028634714379330087,-0.020578388859235026,-0.0149556249014441,-0.02585749011681775,-0.030570976437223587,0.0011620184669022533,-9.552155655644379e-05,-0.03836199080702368,0.047824916341541325,0.0257663378817437,-0.009496513868117978,-0.00184331046686201,-0.002563174737472905,-0.007033942871183125,-0.021226409979637987,-0.015356664743025671,-0.014464473461818287,0.028070129853620836,-0.036030865935897154,-0.06804633506070841,0.014881746344759538,-0.024330296019699847,0.006765870569834815,-0.012903950618299947
2010-01-13,0.027086486512165168,0.00391189825624787,-0.0034866801794428753,0.05005547520573968,-0.002495123076666685,0.036643013590102726,-0.012468535551436868,-0.01201883399183209,0.0013348058171176673,-0.004408738191392255,-0.01228577101569763,-0.003609385302606817,-0.008614219202053628,-0.05416401590134188,0.03093754398802443,0.007833671827924119,-0.008537473385624593,-0.015386755320476892,-0.007796253440140757,0.04740603215500539,0.0036459806578324557,0.0,0.014899468270515788,-0.03291253806552848,0.021664260112256382,-0.011265653526515866,0.03707181457629506,-0.010694969787005302,0.038970402247997964,0.011940741531071332
2010-01-14,-0.020988317961360782,0.029952879048941214,-0.0032609429017247844,-0.01109429803591411,-0.006384294716469419,0.0023260146875606455,-0.008561592086057765,-0.001099881271752504,-0.02487850216685425,-0.0032190547885228293,0.013924757652709775,-0.002872993018780656,0.024497931453377263,0.026406879124572402,0.035014210546977606,0.012540404520826668,-0.009776506658262503,0.007530784255232837,0.03214637380172255,0.011173299190711578,0.030038308542157343,0.006950731455667536,0.020663494638858977,0.015525356120760614,0.013132311381704561,0.0403903815398991,-0.016524301191246874,0.0020598581654647737,-0.00521082176314272,0.03490552280994406
2010-01-15,-0.0018932273751143876,-0.009810110575458093,0.006127722829391938,0.014702272547542524,0.008523361109045474,-0.0052001900249367345,-0.006510650208650017,-0.002045934411764714,0.0013657840405085248,0.018367788398679807,-0.0030371536032786327,-0.010362580078006634,0.010914941507470069,0.009633214540397804,-0.0070406561414439045,-0.005194928843261087,-0.0009900608448257485,-0.022305880558929687,-0.001088118921779619,-0.006775912155745571,-0.0179808882972043,0.005396489695589318,0.011017090815476084,-0.012409603512722859,-0.003944843057631366,-0.00020722180469415465,0.015292492957929893,0.009945784334637464,0.050222283233938333,-0.001905290277304842
2010-01-18,0.01917066491774664,-0.01017980000097985,0.041904202847761814,0.013554173611675921,0.02450606130532363,0.004046875007858786,0.006070004553770428,0.010343568491642434,0.0035038841005802734,-0.008742583458564343,0.03579183119221285,0.0021473777249099856,0.027318725453099862,0.030360492912545264,0.01563959106780313,-0.0028622735850271207,0.0111862754333727,-0.005687420465811872,-0.006519982022611293,-0.0335873921725703,0.002270632232788072,-0.004314722511103398,-0.008888916559282005,0.022599445654760783,-0.011928768273942346,-0.011991512753278722,0.0,0.00826161322619323,-8.787442494838705e-05,-0.009281344219200202
