date,VALE3.SA,PETR4.SA,PETR3.SA,ITUB4.SA,BBDC4.SA,BBAS3.SA,ABEV3.SA,WEGE3.SA,CMIG4.SA,RENT3.SA,SUZB3.SA,SBSP3.SA,ITSA4.SA,UGPA3.SA,CSAN3.SA,ENEV3.SA,RADL3.SA,FLRY3.SA,SMTO3.SA,BEEF3.SA,CSNA3.SA,GGBR4.SA,USIM5.SA,LREN3.SA,SANB11.SA,BBDC3.SA,YDUQ3.SA,MULT3.SA,EZTC3.SA,MRVE3.SA
2010-01-05,0.009279043907498327,-0.008611095208820401,-0.006020497885833232,0.006459533603938453,-0.004932194435071809,-0.010083966460842284,0.005865321314605241,-0.002185347812405118,0.015185468383432538,0.013245209385512057,0.0,0.0014716208117839592,-0.0032384398527109627,0.0,0.0003925350916970495,-0.014010722132033582,-0.024596001280964088,-0.005540463267598263,0.05295668832186148,0.038758162882689615,0.00920852146026114,0.016750406890899638,0.0029369456145637465,-0.036689692763325246,0.009637473374764867,-0.013868139337210324,0.01190733426057219,-0.0044612608711297255,0.019462424478098407,-0.013177416028229489
2010-01-06,0.020945629124693867,0.013422500564205063,0.009854407604682938,-0.008705587207665202,-0.008033018778031656,0.0013500113014641233,0.01014971856996949,0.005453199737983979,-0.01901691182922116,0.07504826629648477,0.0,-0.0002939291637098314,-0.012240412764889606,0.0,-0.029033912387295843,0.011834461946927565,0.01005398568450944,0.0354745356999835,0.0,0.04839660490114472,0.0012330513042964402,0.006622853713147809,-0.0009781564257975224,-0.019519701652301536,-0.005016718766631917,-0.005907309195607942,0.016194826768246143,0.013324075989422318,-0.00682620746232348,0.01680723220836786
2010-01-07,0.0041366099483570624,-0.009376690077343654,-0.005997296601956065,-0.010295572606197687,-0.002692210316657683,0.00033804419328477915,0.004684198536971047,0.016716331113166755,-0.00964730473664211,-0.04317270165438168,0.0,-0.01601528587066373,-0.005763617991181864,0.0,-0.05474005382999715,0.036367589346833123,-0.006811133849272444,0.0032114644031833272,-0.017520947396234547,0.021807772991382663,-0.010619558108711416,-0.022697774058595254,0.009349638680600807,-0.009240435640181404,-0.007150496961870097,-0.0023072219640625662,-0.016194826768246073,-0.004421809078796448,-0.002285510348608637,-0.03690463195521105
2010-01-08,0.009710498942483122,-0.005398426168352048,-0.007487378733483015,-0.015259571622067588,-0.0010781165091630933,0.005716793573219114,-0.0019219507629875568,0.03571796695654155,-0.0009701981843464602,0.009270403862580826,0.0,0.01660351963288725,-0.007459351896052144,0.0,0.008911552481999551,0.010865172645850185,0.01747227027517859,0.020106984527903243,0.03059317880160123,0.06125896077168305,0.022346349338912823,-0.002704761340111531,-0.01425382459899994,0.005290884317687151,-0.010182315337709491,0.001317896964534406,0.0,-0.04532499931550959,0.006841868200819877,-0.029761593995086315
2010-01-11,-0.002977894967223497,-0.0032527935168881646,0.0009694681866773237,-0.008751228310333025,0.0008099358542232376,0.007683568554344516,-0.01226237402394411,-0.011416657239228547,-0.0006475262924061541,0.005328614946381038,0.0,0.007323645451808589,-0.00333385041214762,0.0,0.003374380729051601,-0.0058357643960331735,0.026510236616243143,0.008346570155451625,0.03621905223028015,-0.019020399266759334,0.01947170244168225,0.0006767851269673763,0.0027494063179809855,0.018301272641312854,0.010604581600433444,-0.0032992913552449122,0.0,-0.019982098606229313,0.0,0.013082067617816608
2010-01-12,-0.002799752995630955,-0.012843223398506524,-0.012673632722688196,-0.009351399882816192,0.0029603909715975956,-0.00835471994468337,0.006472592681838957,0.022704677228742753,0.004841838486874962,0.02857368284541967,0.0,-0.0194523791010647,0.0,0.0,-0.02127747591045589,0.01699521478693992,0.004807641568276143,0.018018247063297514,-0.0060304362399208585,0.03054780972834387,-0.01877575252167126,-0.007129633782823868,-0.02763864499379067,0.02304809595150096,0.0016859804721136371,0.0049461144867677794,-0.0459369730650241,-0.0018933356537038893,0.0,0.016679526377269927
2010-01-13,0.012260685020155723,-0.0016519311956201376,-0.009116608352811969,0.003127301782986782,0.005362218581883487,0.01267135120138757,0.012820767040580943,-0.031090770962186515,0.0019314222300289886,0.005617921234960305,0.0,0.011245837207579854,-0.003343593321519626,0.0,-0.008639394516962242,-0.0012338637591685175,0.02403204919249464,0.0025474168360187723,-0.02294229208597439,0.0,0.017067568399248435,0.004758805937884293,0.0020141239124465437,0.011328162145867956,0.0067177586738184185,0.00655793919522348,-0.016807091972654096,-0.0111204029181092,-0.005698078559733555,-0.014388658859970099
2010-01-14,-0.0001841967158909867,-0.017507627315591943,-0.016219990189533545,-0.01388450909707349,-0.021621638880393517,-0.014350105459612777,0.014229160635406163,-0.005806208770187138,-0.023087221297900022,0.0023311815189632733,0.0,-0.0139282302464505,-0.01434055323801252,0.0,0.023580787421884557,-0.024579441456851217,0.0,0.017655360578764063,-0.030368790463053595,-0.01007930449892858,0.008510745756660375,-0.0010179808596040272,0.005617877409881768,-0.022530059617016988,-0.027573416276827956,-0.013157550588790895,-0.02241351238103845,0.012698879286393874,0.0011417207075224704,0.009867269461871523
2010-01-15,-0.013011452401218464,0.002239890193564316,0.006019603556261195,-0.017025591201670007,-0.014310205930004372,-0.016949870440321535,-0.0016966938316134003,-0.004244281812800657,-0.01658476336029549,-0.008419084363201304,0.0,-0.00029832161034405643,-0.02494792213938966,0.0,-0.007229397155035526,0.007981610351710985,-0.003686135906939185,-0.014605917325087316,-0.01932444061407997,0.022890751890794814,-0.02124071606760069,-0.02092326229554996,0.006382310721224072,-0.035968885667939016,-0.015168418197237896,-0.022774706812217764,0.014997754799629351,0.003149430618784877,-0.010326858339820425,-0.018293235277165015
2010-01-18,0.01393424235319288,0.022131288632655,0.022500397436505074,0.008814918444546859,0.008829240928095427,0.0003424491294849751,0.0001257114500168625,-0.004796448816254365,-0.02026942993800261,0.030529877033507017,0.0,-0.026006558258596716,0.0095367745244785,0.0,-0.005134972848029582,-0.006295959854655503,-0.016925789708024715,0.007077552850523849,0.04244690717274845,0.059042488969491214,0.00414655767582659,-0.005212684000765476,-0.003984320372007794,0.009770965868768595,0.004357047609073511,0.009439355168015839,0.006980991591797453,0.006269326331780061,0.0011531151594147207,0.007662830944440236
