ticker,market
YUM,sp500
WM,sp500
WAT,sp500
WEC,sp500
WFC,sp500
WELL,sp500
WST,sp500
WDC,sp500
WY,sp500
WSM,sp500
WMB,sp500
WTW,sp500
TSN,sp500
WYNN,sp500
XEL,sp500
USB,sp500
ZBH,sp500
AOS,sp500
ABT,sp500
UDR,sp500
ACN,sp500
ADBE,sp500
AMD,sp500
AES,sp500
AFL,sp500
A,sp500
APD,sp500
ULTA,sp500
AKAM,sp500
ALB,sp500
