date,market_volatility
2024-03-04,23.709999084472656
2024-03-05,24.239999771118164
2024-03-06,23.799999237060547
2024-03-07,23.670000076293945
2024-03-08,24.5
2024-03-11,25.020000457763672
2024-03-12,24.309999465942383
2024-03-13,22.65999984741211
2024-03-14,21.65999984741211
2024-03-15,21.0
2024-03-18,23.5
2024-03-19,23.530000686645508
2024-03-20,23.690000534057617
2024-03-21,23.010000228881836
2024-03-22,23.100000381469727
2024-03-25,23.3700008392334
2024-03-26,22.709999084472656
2024-03-27,22.420000076293945
2024-03-28,22.229999542236328
2024-04-01,24.110000610351562
2024-04-02,23.520000457763672
2024-04-03,23.6200008392334
2024-04-04,26.309999465942383
2024-04-05,25.989999771118164
2024-04-10,26.540000915527344
2024-04-11,25.610000610351562
2024-04-12,27.520000457763672
2024-04-15,27.93000030517578
2024-04-16,29.540000915527344
2024-04-17,30.860000610351562
2024-04-18,31.049999237060547
2024-04-19,29.8799991607666
2024-04-22,29.0
2024-04-23,27.389999389648438
2024-04-24,26.84000015258789
2024-04-25,27.06999969482422
2024-04-26,28.280000686645508
2024-04-29,27.190000534057617
2024-04-30,28.469999313354492
2024-05-01,29.56999969482422
2024-05-02,27.760000228881836
2024-05-03,27.229999542236328
2024-05-06,27.540000915527344
2024-05-07,25.860000610351562
2024-05-08,25.989999771118164
2024-05-09,26.3799991607666
2024-05-10,25.850000381469727
2024-05-13,27.1200008392334
2024-05-14,26.6299991607666
2024-05-15,26.350000381469727
2024-05-16,26.940000534057617
2024-05-17,24.8700008392334
2024-05-20,24.989999771118164
2024-05-21,26.149999618530273
2024-05-22,25.200000762939453
2024-05-23,25.510000228881836
2024-05-24,25.059999465942383
2024-05-28,30.34000015258789
2024-05-29,26.56999969482422
2024-05-30,26.6200008392334
2024-05-31,26.739999771118164
2024-06-03,26.670000076293945
2024-06-04,27.959999084472656
2024-06-05,27.59000015258789
2024-06-06,27.0
2024-06-07,29.100000381469727
2024-06-10,28.450000762939453
2024-06-11,28.149999618530273
2024-06-12,27.020000457763672
2024-06-13,27.280000686645508
2024-06-14,27.520000457763672
2024-06-17,28.8799991607666
2024-06-18,27.719999313354492
2024-06-20,27.190000534057617
2024-06-21,26.889999389648438
2024-06-24,25.979999542236328
2024-06-25,25.610000610351562
2024-06-26,25.979999542236328
2024-06-27,25.81999969482422
2024-06-28,26.280000686645508
2024-07-01,28.079999923706055
2024-07-02,28.780000686645508
2024-07-03,27.3799991607666
2024-07-05,25.260000228881836
2024-07-08,25.31999969482422
2024-07-09,24.239999771118164
2024-07-10,24.030000686645508
2024-07-11,23.610000610351562
2024-07-12,23.15999984741211
2024-07-15,23.239999771118164
2024-07-16,23.84000015258789
2024-07-17,24.68000030517578
2024-07-18,25.579999923706055
2024-07-19,25.329999923706055
2024-07-22,25.670000076293945
2024-07-23,24.579999923706055
2024-07-24,24.959999084472656
2024-07-25,24.520000457763672
2024-07-26,23.6299991607666
2024-07-29,24.229999542236328
2024-07-30,24.75
2024-07-31,25.170000076293945
2024-08-01,25.770000457763672
2024-08-02,31.809999465942383
2024-08-05,33.470001220703125
2024-08-06,31.700000762939453
2024-08-07,31.690000534057617
2024-08-08,31.90999984741211
2024-08-09,28.280000686645508
2024-08-12,29.649999618530273
2024-08-13,27.229999542236328
2024-08-14,25.809999465942383
2024-08-15,25.56999969482422
2024-08-16,26.399999618530273
2024-08-19,25.540000915527344
2024-08-20,24.329999923706055
2024-08-21,25.65999984741211
2024-08-22,31.649999618530273
2024-08-23,26.239999771118164
2024-08-26,26.190000534057617
2024-08-27,25.549999237060547
2024-08-28,26.100000381469727
2024-08-29,26.899999618530273
2024-08-30,26.450000762939453
2024-09-03,27.489999771118164
2024-09-04,26.139999389648438
2024-09-05,26.579999923706055
2024-09-06,28.450000762939453
2024-09-09,26.93000030517578
2024-09-10,27.110000610351562
2024-09-11,26.8799991607666
2024-09-12,27.549999237060547
2024-09-13,25.649999618530273
2024-09-16,26.43000030517578
2024-09-17,26.56999969482422
2024-09-18,26.770000457763672
2024-09-19,26.219999313354492
2024-09-20,26.889999389648438
2024-09-23,27.639999389648438
2024-09-24,26.510000228881836
2024-09-25,27.40999984741211
2024-09-26,27.469999313354492
2024-09-27,27.299999237060547
2024-09-30,28.649999618530273
2024-10-01,28.75
2024-10-02,28.950000762939453
2024-10-03,29.989999771118164
2024-10-04,31.6299991607666
2024-10-07,31.440000534057617
2024-10-08,31.040000915527344
2024-10-09,35.529998779296875
2024-10-10,32.4900016784668
2024-10-11,31.690000534057617
2024-10-14,35.27000045776367
2024-10-15,30.8700008392334
2024-10-16,32.2400016784668
2024-10-17,29.34000015258789
2024-10-18,29.15999984741211
2024-10-21,28.709999084472656
2024-10-22,28.610000610351562
2024-10-23,29.239999771118164
2024-10-24,29.399999618530273
2024-10-25,29.520000457763672
2024-10-28,31.100000381469727
2024-10-29,31.290000915527344
2024-10-30,32.630001068115234
2024-10-31,33.66999816894531
2024-11-01,35.150001525878906
2024-11-04,36.11000061035156
2024-11-05,37.400001525878906
2024-11-06,31.520000457763672
2024-11-07,34.119998931884766
2024-11-08,31.670000076293945
2024-11-11,33.939998626708984
2024-11-12,41.09000015258789
2024-11-13,31.860000610351562
2024-11-14,31.459999084472656
2024-11-15,30.979999542236328
2024-11-18,29.59000015258789
2024-11-19,30.219999313354492
2024-11-20,35.68000030517578
2024-11-21,30.639999389648438
2024-11-22,29.43000030517578
2024-11-25,29.0
2024-11-26,29.100000381469727
2024-11-27,31.989999771118164
2024-11-29,33.81999969482422
2024-12-02,32.029998779296875
2024-12-03,32.150001525878906
2024-12-04,31.579999923706055
2024-12-05,29.68000030517578
2024-12-06,31.34000015258789
2024-12-09,29.700000762939453
2024-12-10,31.459999084472656
2024-12-11,33.52000045776367
2024-12-12,33.47999954223633
2024-12-13,33.959999084472656
2024-12-16,31.09000015258789
2024-12-17,31.200000762939453
2024-12-18,39.810001373291016
2024-12-19,35.7400016784668
2024-12-20,36.02000045776367
2024-12-23,34.58000183105469
2024-12-24,34.119998931884766
2024-12-26,33.0099983215332
2024-12-27,32.83000183105469
2024-12-30,32.06999969482422
